# Fix print output for fix def
"Strain,Stess in X,Stress in Y,Strees in z"	
"0.0330000000000014 , 17.3872623556453 , 17.4435221162835 , 25.6165376707882"		
"0.0331000000000015 , 17.549949776153 , 17.4713780097313 , 25.7292407840683"		
"0.0332000000000015 , 17.536348621434 , 17.493690351135 , 25.7401920448939"		
"0.0333000000000015 , 17.5857818770141 , 17.5704965081935 , 25.7692885429056"		
"0.0334000000000016 , 17.529531613743 , 17.6118032360443 , 25.8905750588737"		
"0.0335000000000016 , 17.6710461823999 , 17.6486324087187 , 25.9919537137066"		
"0.0336000000000014 , 17.7557245816393 , 17.7735294997758 , 26.0666465613083"		
"0.0337000000000014 , 17.7139596641623 , 17.7023044078238 , 26.0735597230791"		
"0.0338000000000015 , 17.8046268710593 , 17.7884407356544 , 26.1077634796181"		
"0.0339000000000015 , 17.8206040536366 , 17.8274943708683 , 26.1551384280548"		
"0.0340000000000015 , 17.8808877692902 , 17.855760073494 , 26.241016897222"		
"0.0341000000000016 , 17.9032311065952 , 17.8546533282569 , 26.2666326864318"		
"0.0342000000000014 , 17.9130777775886 , 17.9202246721911 , 26.2754948777323"		
"0.0343000000000014 , 17.9773477926925 , 18.052723467874 , 26.4299152569373"		
"0.0344000000000015 , 17.9873757643451 , 18.0736760742391 , 26.4236388265609"		
"0.0345000000000015 , 18.1716067942429 , 18.0185805304838 , 26.506569712441"		
"0.0346000000000015 , 18.1172079992621 , 18.1112211982952 , 26.642257947379"		
"0.0347000000000016 , 18.1254859378693 , 18.180530275384 , 26.6242152652793"		
"0.0348000000000016 , 18.186238978194 , 18.2060366215301 , 26.6399423329312"		
"0.0349000000000014 , 18.1303601175666 , 18.1507704708332 , 26.6709453211366"		
"0.0350000000000014 , 18.2360493844638 , 18.2650423271268 , 26.8091605644855"		
"0.0351000000000015 , 18.3258396948808 , 18.305367027708 , 26.9165722035956"		
"0.0352000000000015 , 18.2866494990524 , 18.2008935039355 , 26.7677257236061"		
"0.0353000000000016 , 18.2773421523213 , 18.3344014006968 , 26.8774903324395"		
"0.0354000000000016 , 18.3913622434254 , 18.4370597936856 , 27.0820347761773"		
"0.0355000000000014 , 18.4507472828625 , 18.4253318685063 , 26.9402097958028"		
"0.0356000000000014 , 18.4642932751002 , 18.3919189016517 , 27.1141894349308"		
"0.0357000000000015 , 18.4351748198718 , 18.4591808225275 , 27.1069017390993"		
"0.0358000000000015 , 18.5252044812772 , 18.4984896507553 , 27.2223502859881"		
"0.0359000000000015 , 18.5722676990226 , 18.5775784649894 , 27.2047573222171"		
"0.0360000000000016 , 18.518551945176 , 18.5470357939519 , 27.1984261153597"		
"0.0361000000000014 , 18.6305690928819 , 18.6866405978934 , 27.375028485862"		
"0.0362000000000014 , 18.6477785874036 , 18.6448969428312 , 27.4001847186117"		
"0.0363000000000015 , 18.6740689643163 , 18.6709334471279 , 27.4334944587248"		
"0.0364000000000015 , 18.7861937592429 , 18.7151551481065 , 27.5204146866639"		
"0.0365000000000015 , 18.6669252666575 , 18.7456596183179 , 27.503186025098"		
"0.0366000000000016 , 18.8312656340443 , 18.8252678937614 , 27.6261674321992"		
"0.0367000000000016 , 18.8243455621522 , 18.8435260274173 , 27.6101201685129"		
"0.0368000000000014 , 18.8863398892198 , 18.8685445039664 , 27.6748392005268"		
"0.0369000000000014 , 18.9355727229473 , 18.8548799556421 , 27.6819551284504"		
"0.0370000000000015 , 19.03515368409 , 18.9626276501053 , 27.8585659088604"		
"0.0371000000000015 , 18.9898284503987 , 18.9583921067538 , 27.8693223397333"		
"0.0372000000000016 , 19.0410716818125 , 19.0221296017185 , 27.9058800186571"		
"0.0373000000000016 , 19.0913274181788 , 19.0641633382691 , 27.9196534904807"		
"0.0374000000000014 , 19.081355716636 , 19.0168951640259 , 27.9787072272955"		
"0.0375000000000014 , 19.151008753603 , 19.1427612935498 , 28.0930501470423"		
"0.0376000000000015 , 19.1526534241839 , 19.1570091708416 , 28.1094900641639"		
"0.0377000000000015 , 19.1919869498555 , 19.2270272644506 , 28.1182383701078"		
"0.0378000000000015 , 19.2365689190794 , 19.2779532792172 , 28.1618669847709"		
"0.0379000000000016 , 19.3247004039627 , 19.2681149989477 , 28.2956622921131"		
"0.0380000000000014 , 19.3142148512995 , 19.3114606070513 , 28.3371878326884"		
"0.0381000000000014 , 19.3745731140187 , 19.3924694393125 , 28.3674678171436"		
"0.0382000000000015 , 19.439229493069 , 19.383081216191 , 28.4432879679953"		
"0.0383000000000015 , 19.428747976966 , 19.4135360205017 , 28.466969384282"		
"0.0384000000000015 , 19.4396852793858 , 19.412615676552 , 28.4323111167391"		
"0.0385000000000016 , 19.4292923266746 , 19.4612542476775 , 28.4977576681317"		
"0.0386000000000016 , 19.4716348551455 , 19.4733465343856 , 28.5845185655167"		
"0.0387000000000014 , 19.5988610609629 , 19.6515714005183 , 28.7281367773011"		
"0.0388000000000014 , 19.6785384740043 , 19.6235422782563 , 28.7676636329452"		
"0.0389000000000015 , 19.7078688555755 , 19.6909897114557 , 28.821914999343"		
"0.0390000000000015 , 19.7579078495184 , 19.7046522368713 , 28.8682469394077"		
"0.0391000000000016 , 19.7626927997285 , 19.6715914784922 , 28.8841349106365"		
"0.0392000000000016 , 19.7472987902297 , 19.7339255123109 , 28.8866007896355"		
"0.0393000000000014 , 19.6135626734 , 19.6101326632847 , 28.8490414940086"		
"0.0394000000000014 , 19.7719955824261 , 19.7535853974265 , 29.0316877093859"		
"0.0395000000000015 , 19.8663244681945 , 19.8147984513116 , 29.1144069641151"		
"0.0396000000000015 , 19.7789799371248 , 19.8530869154709 , 29.0795251763114"		
"0.0397000000000015 , 19.9638001575427 , 19.9991352268519 , 29.2380886995585"		
"0.0398000000000016 , 19.971317604581 , 19.9335648012562 , 29.1778279819268"		
"0.0399000000000014 , 19.950490525809 , 19.9135211689956 , 29.2080866914426"		
"0.0400000000000014 , 20.062210361983 , 20.1031073470568 , 29.4015244536345"		
"0.0401000000000015 , 19.9925854634657 , 19.9726999910585 , 29.3225170151112"		
"0.0402000000000015 , 20.2179777170057 , 20.2005693210431 , 29.5619914906421"		
"0.0403000000000015 , 20.0527009644544 , 20.0480206303003 , 29.4556760005395"		
"0.0404000000000016 , 20.1708111375572 , 20.1821646518212 , 29.4303428762226"		
"0.0405000000000016 , 20.2799194807022 , 20.2213845861268 , 29.6352376322871"		
"0.0406000000000014 , 20.0600467227755 , 20.1335542924763 , 29.5306444389489"		
"0.0407000000000014 , 20.2902399701745 , 20.2758727684758 , 29.718198571456"		
"0.0408000000000015 , 20.3806163890772 , 20.3878861784074 , 29.8020286007401"		
"0.0409000000000015 , 20.3498977584877 , 20.3077874729279 , 29.8202343672811"		
"0.0410000000000016 , 20.350066401399 , 20.3921619450265 , 29.8185485848087"		
"0.0411000000000016 , 20.3758595980245 , 20.341645593446 , 29.7594346323312"		
"0.0412000000000014 , 20.4328892707106 , 20.3718118295326 , 29.8979602150802"		
"0.0413000000000014 , 20.4565261538313 , 20.351009356226 , 29.8972361217109"		
"0.0414000000000015 , 20.5397375562221 , 20.6224175351371 , 30.0068954706893"		
"0.0415000000000015 , 20.5212025325735 , 20.4855981323831 , 30.0127113777752"		
"0.0416000000000015 , 20.5680895523966 , 20.5994628957009 , 30.0828103272572"		
"0.0417000000000016 , 20.4872711415397 , 20.4647774877197 , 30.0442771166066"		
"0.0418000000000016 , 20.7402001766885 , 20.6783227212889 , 30.2910058281214"		
"0.0419000000000014 , 20.5927704573299 , 20.5490198367045 , 30.0898812518571"		
"0.0420000000000015 , 20.6974377074506 , 20.6634277293088 , 30.2651922539807"		
"0.0421000000000015 , 20.768603249165 , 20.7687948036963 , 30.4219387544819"		
"0.0422000000000015 , 20.863143507339 , 20.8275940835171 , 30.489970416746"		
"0.0423000000000016 , 20.8335975284233 , 20.8383408589519 , 30.4850746622293"		
"0.0424000000000016 , 20.7679713125366 , 20.8185192058683 , 30.4215277297734"		
"0.0425000000000014 , 20.9112443319096 , 20.843775997489 , 30.5827640223934"		
"0.0426000000000014 , 21.0610210806178 , 21.0383887883215 , 30.7519211532721"		
"0.0427000000000015 , 20.9500935122406 , 20.9433464169301 , 30.6150485362663"		
"0.0428000000000015 , 21.0079345747578 , 20.9752877939138 , 30.6986232923307"		
"0.0429000000000015 , 21.0894193782265 , 21.0184039002441 , 30.7577568963315"		
"0.0430000000000016 , 21.0280161721578 , 21.0370773600824 , 30.8146359752046"		
"0.0431000000000014 , 21.0821801021045 , 20.9907999022655 , 30.7739296977293"		
"0.0432000000000014 , 21.082295306087 , 21.0408303908875 , 30.7987120976238"		
"0.0433000000000015 , 21.2440753185999 , 21.202558818005 , 30.9950081224476"		
"0.0434000000000015 , 21.1543748571025 , 21.1207700226066 , 30.9933807348062"		
"0.0435000000000015 , 21.2848808042576 , 21.2667608238913 , 31.0647161606636"		
"0.0436000000000016 , 21.2290332692319 , 21.1697648968892 , 31.0015896129743"		
"0.0437000000000016 , 21.3461953890787 , 21.3433198499074 , 31.2123772011518"		
"0.0438000000000014 , 21.3554069403858 , 21.3982791285353 , 31.2267848383031"		
"0.0439000000000014 , 21.371626423834 , 21.3609684434752 , 31.2534420067426"		
"0.0440000000000015 , 21.4288836945907 , 21.3821243813728 , 31.2682026651321"		
"0.0441000000000015 , 21.369755775405 , 21.4084915977648 , 31.28064908207"		
"0.0442000000000016 , 21.5120138401976 , 21.4904648728389 , 31.3824859461946"		
"0.0443000000000016 , 21.5458679367498 , 21.5063340634577 , 31.4619773733883"		
"0.0444000000000014 , 21.5994396184948 , 21.5637234784871 , 31.4781749828004"		
"0.0445000000000014 , 21.5267092762728 , 21.5364031520397 , 31.4469934019212"		
"0.0446000000000015 , 21.6188617795886 , 21.6250924171759 , 31.5458222837235"		
"0.0447000000000015 , 21.594918146929 , 21.6597834430411 , 31.6025775777795"		
"0.0448000000000015 , 21.6748616641768 , 21.60527931727 , 31.5813565248098"		
"0.0449000000000016 , 21.725166841483 , 21.786810977014 , 31.7350055852786"		
"0.0450000000000016 , 21.7457708287549 , 21.781702126696 , 31.8079457454119"		
"0.0451000000000014 , 21.729477019822 , 21.6654991851183 , 31.7072096208937"		
"0.0452000000000015 , 21.8263597504234 , 21.8329304911696 , 31.870605492406"		
"0.0453000000000015 , 21.7724564525159 , 21.8015086566362 , 31.8362079264655"		
"0.0454000000000015 , 21.9382487771041 , 21.8853680499567 , 31.9121944503568"		
"0.0455000000000016 , 21.8728645938636 , 21.9225424220837 , 31.9055124157555"		
"0.0456000000000016 , 21.9289312033777 , 21.9446410662674 , 32.0414077733046"		
"0.0457000000000014 , 21.9604778911803 , 21.9486393854279 , 32.057170527935"		
"0.0458000000000014 , 22.0302556806315 , 21.9669515125188 , 32.0916512293808"		
"0.0459000000000015 , 22.0265598940291 , 22.0898071113587 , 32.1813460390898"		
"0.0460000000000015 , 22.0828522358138 , 22.0080710916479 , 32.1867994479367"		
"0.0461000000000016 , 22.1301939257089 , 22.1220332696156 , 32.2718284846746"		
"0.0462000000000016 , 22.1506074319545 , 22.1076486737641 , 32.295755651039"		
"0.0463000000000014 , 22.2608284028296 , 22.2401259187385 , 32.435795548909"		
"0.0464000000000014 , 22.2700776117542 , 22.2133354805098 , 32.4110082552478"		
"0.0465000000000015 , 22.2579680326725 , 22.2296313802564 , 32.4628481051807"		
"0.0466000000000015 , 22.289266998905 , 22.3361963132674 , 32.5378676628841"		
"0.0467000000000015 , 22.2741362732649 , 22.2245350311044 , 32.4376216554208"		
"0.0468000000000016 , 22.2718780672779 , 22.4358735986016 , 32.6295526012357"		
"0.0469000000000016 , 22.3715838500961 , 22.3824038934653 , 32.6951618490582"		
"0.0470000000000014 , 22.4709828204615 , 22.3487398679003 , 32.7378983638282"		
"0.0471000000000015 , 22.4286711967727 , 22.4163632563226 , 32.6924474634424"		
"0.0472000000000015 , 22.4607314188386 , 22.4799816511105 , 32.7500506181792"		
"0.0473000000000015 , 22.4885311955023 , 22.4596031988925 , 32.796414015572"		
"0.0474000000000016 , 22.4747174069729 , 22.5094119350989 , 32.7660678289059"		
"0.0475000000000016 , 22.5669690188148 , 22.5131855212909 , 32.9374798336824"		
"0.0476000000000014 , 22.5484714346226 , 22.4919100114274 , 32.8714997163926"		
"0.0477000000000014 , 22.6675037585513 , 22.6655164556993 , 33.0457965370399"		
"0.0478000000000015 , 22.5629417198742 , 22.5282613225911 , 32.9158538604758"		
"0.0479000000000015 , 22.8042162062801 , 22.8283618003443 , 33.1758357262018"		
"0.0480000000000016 , 22.7507747028292 , 22.6698945540065 , 33.1073161589552"		
"0.0481000000000016 , 22.8360239593247 , 22.8070996151903 , 33.2833451970721"		
"0.0482000000000014 , 22.6836632586194 , 22.7500499909195 , 33.1257814479226"		
"0.0483000000000014 , 22.8735238502044 , 22.7575904576089 , 33.2471221857594"		
"0.0484000000000015 , 22.8525715890632 , 22.889501686022 , 33.4176908365469"		
"0.0485000000000015 , 22.8825268008337 , 22.8737489474769 , 33.429400900281"		
"0.0486000000000015 , 22.9259228423269 , 22.8554419374833 , 33.4077161816214"		
"0.0487000000000016 , 23.0335741240467 , 22.9373193905741 , 33.5021776118304"		
"0.0488000000000016 , 23.0223312543043 , 23.0060119892809 , 33.5404089683967"		
"0.0489000000000014 , 23.0802576395384 , 23.0687306480679 , 33.5772321894191"		
"0.0490000000000015 , 23.0483456114231 , 23.0600055139952 , 33.6109220707297"		
"0.0491000000000015 , 23.1493329845384 , 23.1756696085343 , 33.7332624489447"		
"0.0492000000000015 , 23.1133655709814 , 23.1716640694817 , 33.7409872450398"		
"0.0493000000000016 , 23.1902877863818 , 23.0910172581528 , 33.7200958066673"		
"0.0494000000000016 , 23.2282705763539 , 23.2276882925166 , 33.75228598156"		
"0.0495000000000014 , 23.1093921900648 , 23.1268025462599 , 33.7906201247368"		
"0.0496000000000014 , 23.2157806550786 , 23.2842238964195 , 33.8908477322406"		
"0.0497000000000015 , 23.2828995615166 , 23.3474912492883 , 33.9600245790559"		
"0.0498000000000015 , 23.3378596545543 , 23.3224926760863 , 33.9431722337241"		
"0.0499000000000016 , 23.4077137736729 , 23.2532990864303 , 34.0052495896654"		
"0.0500000000000016 , 23.3481682154916 , 23.4276962826311 , 34.0447652099263"		
"0.0501000000000016 , 23.3626791006055 , 23.3536015264689 , 34.0651361746442"		
"0.0502000000000014 , 23.4762544727501 , 23.4198084311926 , 34.1683496055734"		
"0.0503000000000015 , 23.4396113343855 , 23.5261211742088 , 34.225076820483"		
"0.0504000000000015 , 23.3630467615832 , 23.3674245917883 , 34.1480746194681"		
"0.0505000000000015 , 23.4767653766007 , 23.4716272725149 , 34.2570149638669"		
"0.0506000000000016 , 23.4755752223723 , 23.5475646693993 , 34.2984890726063"		
"0.0507000000000016 , 23.613733716241 , 23.6330933861306 , 34.420031649401"		
"0.0508000000000014 , 23.5525291492855 , 23.5476890678105 , 34.3135712588199"		
"0.0509000000000015 , 23.6354863181283 , 23.6629443392617 , 34.4644748731422"		
"0.0510000000000015 , 23.6328292335 , 23.6303089006697 , 34.3863810326904"		
"0.0511000000000015 , 23.7111232702233 , 23.6616877094079 , 34.539308703949"		
"0.0512000000000016 , 23.7788624249155 , 23.7854530202129 , 34.6487547860197"		
"0.0513000000000016 , 23.7629286698087 , 23.7889766884101 , 34.6900487640309"		
"0.0514000000000014 , 23.7141699243059 , 23.7580362028567 , 34.6266816381886"		
"0.0515000000000014 , 23.9277685799225 , 23.8813619315751 , 34.7865658633595"		
"0.0516000000000015 , 23.8318960933147 , 23.8460600849274 , 34.7215168098363"		
"0.0517000000000015 , 23.9740298873421 , 23.9787887813187 , 34.8752642407458"		
"0.0518000000000015 , 23.908485526766 , 23.8915560447524 , 34.8256714671865"		
"0.0519000000000016 , 23.9301969860714 , 23.9893074435234 , 34.9063238230919"		
"0.0520000000000016 , 23.9524226391563 , 24.0157436061294 , 34.8971885356938"		
"0.0521000000000014 , 24.0764680685274 , 23.9954374334431 , 35.0604557712468"		
"0.0522000000000015 , 24.0783016384451 , 24.1154803790868 , 35.0004611960247"		
"0.0523000000000015 , 24.1860935074628 , 24.193404131414 , 35.2186209799081"		
"0.0524000000000015 , 24.2481943811349 , 24.1755041814503 , 35.2229926306294"		
"0.0525000000000016 , 24.0835698346107 , 24.1098455811806 , 35.1251244387107"		
"0.0526000000000016 , 24.1140541299543 , 24.1349153669172 , 35.190662073797"		
"0.0527000000000014 , 24.2336577533703 , 24.221089990536 , 35.2421085768187"		
"0.0528000000000014 , 24.2635703634291 , 24.1644306385085 , 35.3590178525372"		
"0.0529000000000015 , 24.2628206216405 , 24.2352324299584 , 35.3415418805877"		
"0.0530000000000015 , 24.2343881681469 , 24.1957845865491 , 35.2496245483765"		
"0.0531000000000016 , 24.3589863836349 , 24.3297436053481 , 35.4380056779323"		
"0.0532000000000016 , 24.3859966817742 , 24.3076780137149 , 35.4669017036779"		
"0.0533000000000016 , 24.4089614176221 , 24.3830875084682 , 35.4877688891019"		
"0.0534000000000014 , 24.3865735606582 , 24.304300678378 , 35.5212340180217"		
"0.0535000000000015 , 24.4179030569289 , 24.3892558187681 , 35.5264320204118"		
"0.0536000000000015 , 24.47206883583 , 24.5510882937794 , 35.7121121437247"		
"0.0537000000000015 , 24.5827709211959 , 24.5344425479365 , 35.6527890602181"		
"0.0538000000000016 , 24.4765648062203 , 24.452585038668 , 35.7152942984906"		
"0.0539000000000016 , 24.5882648725705 , 24.5660941989081 , 35.7727207637407"		
"0.0540000000000014 , 24.6851223488504 , 24.6431388349009 , 35.8766641608596"		
"0.0541000000000015 , 24.7418190247024 , 24.6712620209767 , 35.9745447455679"		
"0.0542000000000015 , 24.6236954053581 , 24.6339194800384 , 35.8706457531926"		
"0.0543000000000015 , 24.8043908350672 , 24.7552283600874 , 35.9985166999902"		
"0.0544000000000016 , 24.8298812478021 , 24.7480402007984 , 36.0779549732733"		
"0.0545000000000016 , 24.7131721925711 , 24.6505336130266 , 35.9272697971903"		
"0.0546000000000014 , 24.7546881540364 , 24.8195815648458 , 36.0414912907252"		
"0.0547000000000014 , 24.847895691811 , 24.6980615310255 , 36.1311322730929"		
"0.0548000000000015 , 24.856093841379 , 24.9110737070918 , 36.2405397024851"		
"0.0549000000000015 , 24.7895138423046 , 24.8096648238984 , 36.1046029430826"		
"0.0550000000000016 , 24.8690265376167 , 24.902193386734 , 36.2346297108653"		
"0.0551000000000016 , 24.8574379654684 , 24.8056222417465 , 36.182779984319"		
"0.0552000000000016 , 24.9891498795953 , 24.8705880065895 , 36.3133821570734"		
"0.0553000000000014 , 24.919202634628 , 24.945120002675 , 36.4619096165323"		
"0.0554000000000015 , 25.0731448322153 , 25.0721031035971 , 36.4856451402916"		
"0.0555000000000015 , 25.0273276688805 , 25.0883321747288 , 36.5199964477037"		
